id,deviceID,datetime,pm25,pm10,aqi,co2,voc,temp,humidity,battery,viral_index
49596,DELDPCC016,01-07-2024 16:10,36,102,101,0,0,36.6,52.1,5,0
49600,DELDPCC016,01-07-2024 16:20,36,102,101,0,0,36.6,52,5,0
49603,DELDPCC016,01-07-2024 16:25,36,102,101,0,0,36.4,52.6,5,0
49611,DELDPCC016,01-07-2024 16:45,36,102,101,0,0,36.2,53.2,5,0
49614,DELDPCC016,01-07-2024 16:50,36,102,101,0,0,36.3,53.2,5,0
49618,DELDPCC016,01-07-2024 17:05,30,121,114,0,0,36.3,52.9,5,0
49621,DELDPCC016,01-07-2024 17:15,30,121,114,0,0,35.9,53.5,5,0
49625,DELDPCC016,01-07-2024 17:30,30,121,114,0,0,35.4,55.2,5,0
49631,DELDPCC016,01-07-2024 17:45,30,121,114,0,0,35.2,56.2,5,0
49636,DELDPCC016,01-07-2024 17:50,30,121,114,0,0,35,57.4,5,0
49640,DELDPCC016,01-07-2024 18:05,30,117,111,0,0,34.8,59.8,5,0
49643,DELDPCC016,01-07-2024 18:20,30,117,111,0,0,34.6,61,5,0
49646,DELDPCC016,01-07-2024 18:30,30,117,111,0,0,34.5,61.7,5,0
49654,DELDPCC016,01-07-2024 18:45,30,117,111,0,0,34.2,63,5,0
49658,DELDPCC016,01-07-2024 18:50,30,117,111,0,0,34.1,64.1,5,0
49662,DELDPCC016,01-07-2024 19:05,36,186,157,0,0,33.8,65.2,5,0
49666,DELDPCC016,01-07-2024 19:20,36,186,157,0,0,33.6,66.5,5,0
49671,DELDPCC016,01-07-2024 19:30,36,186,157,0,0,33.5,66.9,5,0
49678,DELDPCC016,01-07-2024 19:45,36,186,157,0,0,33.5,67.3,5,0
49684,DELDPCC016,01-07-2024 19:55,36,186,157,0,0,33.4,67.5,5,0
49689,DELDPCC016,01-07-2024 20:05,42,165,143,0,0,33.4,67.6,5,0
49693,DELDPCC016,01-07-2024 20:20,42,165,143,0,0,33.4,67.7,5,0
49697,DELDPCC016,01-07-2024 20:30,42,165,143,0,0,33.3,67.9,5,0
49704,DELDPCC016,01-07-2024 20:45,42,165,143,0,0,33.3,67.8,5,0
49707,DELDPCC016,01-07-2024 20:50,42,165,143,0,0,33.3,67.5,5,0
49712,DELDPCC016,01-07-2024 21:05,44,197,165,0,0,33.3,67.6,5,0
49716,DELDPCC016,01-07-2024 21:15,44,197,165,0,0,33.3,67.7,5,0
49720,DELDPCC016,01-07-2024 21:30,44,197,165,0,0,33.3,68,5,0
49727,DELDPCC016,01-07-2024 21:45,44,197,165,0,0,33.2,68.4,5,0
49730,DELDPCC016,01-07-2024 21:50,44,197,165,0,0,33.2,68.5,5,0
49735,DELDPCC016,01-07-2024 22:05,46,211,174,0,0,33.2,68.8,5,0
49739,DELDPCC016,01-07-2024 22:20,46,211,174,0,0,33,69.6,5,0
49744,DELDPCC016,01-07-2024 22:30,46,211,174,0,0,33,69.4,5,0
49750,DELDPCC016,01-07-2024 22:45,46,211,174,0,0,33,70.1,5,0
49753,DELDPCC016,01-07-2024 22:50,46,211,174,0,0,33,70,5,0
49757,DELDPCC016,01-07-2024 23:05,46,219,179,0,0,33,69.9,5,0
49761,DELDPCC016,01-07-2024 23:20,46,219,179,0,0,33,70.2,5,0
49764,DELDPCC016,01-07-2024 23:30,46,219,179,0,0,32.9,70.3,5,0
49770,DELDPCC016,01-07-2024 23:45,46,219,179,0,0,32.9,70.8,5,0
49773,DELDPCC016,01-07-2024 23:50,46,219,179,0,0,32.9,70.8,5,0
49777,DELDPCC016,02-07-2024 00:05,53,200,167,0,0,33,71.1,5,0
49780,DELDPCC016,02-07-2024 00:20,53,200,167,0,0,32.9,71.1,5,0
49783,DELDPCC016,02-07-2024 00:30,53,200,167,0,0,32.8,71.5,5,0
49789,DELDPCC016,02-07-2024 00:45,53,200,167,0,0,32.8,71.5,5,0
49792,DELDPCC016,02-07-2024 00:50,53,200,167,0,0,32.7,71.7,5,0
49796,DELDPCC016,02-07-2024 01:05,45,152,135,0,0,32.6,72.3,5,0
49802,DELDPCC016,02-07-2024 01:15,45,152,135,0,0,32.5,72.8,5,0
49805,DELDPCC016,02-07-2024 01:30,45,152,135,0,0,32.4,73,5,0
49810,DELDPCC016,02-07-2024 01:45,45,152,135,0,0,32.3,73.8,5,0
49815,DELDPCC016,02-07-2024 01:50,45,152,135,0,0,32.2,74,5,0
49819,DELDPCC016,02-07-2024 02:05,40,114,109,0,0,32.2,74.6,5,0
49823,DELDPCC016,02-07-2024 02:15,40,114,109,0,0,32.1,75.1,5,0
49827,DELDPCC016,02-07-2024 02:30,40,114,109,0,0,32,75.5,5,0
49836,DELDPCC016,02-07-2024 02:45,40,114,109,0,0,32.1,74.3,5,0
49842,DELDPCC016,02-07-2024 02:50,40,114,109,0,0,32.1,74.2,5,0
49846,DELDPCC016,02-07-2024 03:05,41,102,101,0,0,32.2,72.5,5,0
49850,DELDPCC016,02-07-2024 03:15,41,102,101,0,0,32.2,72,5,0
49855,DELDPCC016,02-07-2024 03:30,41,102,101,0,0,32,72.4,5,0
49860,DELDPCC016,02-07-2024 03:45,41,102,101,0,0,32,72.5,5,0
49865,DELDPCC016,02-07-2024 03:50,41,102,101,0,0,31.9,72.7,5,0
49869,DELDPCC016,02-07-2024 04:05,35,102,101,0,0,31.9,72.9,5,0
49873,DELDPCC016,02-07-2024 04:20,35,102,101,0,0,31.9,73.4,5,0
49876,DELDPCC016,02-07-2024 04:30,35,102,101,0,0,31.9,73.6,5,0
49881,DELDPCC016,02-07-2024 04:45,35,102,101,0,0,31.8,73.9,5,0
49884,DELDPCC016,02-07-2024 04:50,35,102,101,0,0,31.8,74.1,5,0
49889,DELDPCC016,02-07-2024 05:05,34,99,99,0,0,31.8,74.2,5,0
49892,DELDPCC016,02-07-2024 05:15,34,99,99,0,0,31.8,74.1,5,0
49895,DELDPCC016,02-07-2024 05:30,34,99,99,0,0,31.8,74,5,0
49900,DELDPCC016,02-07-2024 05:45,34,99,99,0,0,31.7,74.7,5,0
49903,DELDPCC016,02-07-2024 05:50,34,99,99,0,0,31.7,74.9,5,0
49908,DELDPCC016,02-07-2024 06:05,35,102,101,0,0,31.7,75.7,5,0
49913,DELDPCC016,02-07-2024 06:20,35,102,101,0,0,31.7,76.2,5,0
49916,DELDPCC016,02-07-2024 06:30,35,102,101,0,0,31.7,76.5,5,0
49921,DELDPCC016,02-07-2024 06:45,35,102,101,0,0,31.7,76.5,5,0
49924,DELDPCC016,02-07-2024 06:50,35,102,101,0,0,31.7,76.7,5,0
49928,DELDPCC016,02-07-2024 07:05,42,176,151,0,0,31.8,76.6,5,0
49932,DELDPCC016,02-07-2024 07:20,42,176,151,0,0,31.9,76.5,5,0
49935,DELDPCC016,02-07-2024 07:30,42,176,151,0,0,31.9,76.2,5,0
49940,DELDPCC016,02-07-2024 07:45,42,176,151,0,0,32,75.8,5,0
49945,DELDPCC016,02-07-2024 07:50,42,176,151,0,0,31.9,76.5,5,0
49948,DELDPCC016,02-07-2024 08:05,57,248,199,0,0,32.1,76.6,5,0
49953,DELDPCC016,02-07-2024 08:20,57,248,199,0,0,32.3,76.1,5,0
49956,DELDPCC016,02-07-2024 08:30,57,248,199,0,0,32.4,76,5,0
49962,DELDPCC016,02-07-2024 08:45,57,248,199,0,0,32.5,75.6,5,0
49967,DELDPCC016,02-07-2024 08:50,57,248,199,0,0,32.6,75.1,5,0
49972,DELDPCC016,02-07-2024 09:05,114,301,280,0,0,32.9,70.6,5,0
49975,DELDPCC016,02-07-2024 09:20,114,301,280,0,0,33.2,68.6,5,0
49978,DELDPCC016,02-07-2024 09:30,114,301,280,0,0,33.4,66.5,5,0
49984,DELDPCC016,02-07-2024 09:45,114,301,280,0,0,33.6,64.7,5,0
49990,DELDPCC016,02-07-2024 09:50,114,301,280,0,0,33.8,64.5,5,0
49994,DELDPCC016,02-07-2024 10:05,55,223,182,0,0,33.9,63.6,5,0
49998,DELDPCC016,02-07-2024 10:15,55,223,182,0,0,34.2,62.5,5,0
50001,DELDPCC016,02-07-2024 10:30,55,223,182,0,0,34.2,62.6,5,0
50007,DELDPCC016,02-07-2024 10:45,55,223,182,0,0,34.4,62.1,5,0
50010,DELDPCC016,02-07-2024 10:50,55,223,182,0,0,34.5,62.1,5,0
50015,DELDPCC016,02-07-2024 11:05,44,151,134,0,0,34.5,61.9,5,0
50021,DELDPCC016,02-07-2024 11:20,44,151,134,0,0,34.6,61.7,5,0
50025,DELDPCC016,02-07-2024 11:30,44,151,134,0,0,34.8,60.9,5,0
50030,DELDPCC016,02-07-2024 11:45,44,151,134,0,0,34.7,61.8,5,0
50035,DELDPCC016,02-07-2024 11:50,44,151,134,0,0,34.8,60.9,5,0
50040,DELDPCC016,02-07-2024 12:05,41,139,126,0,0,35.1,59.8,5,0
50044,DELDPCC016,02-07-2024 12:20,41,139,126,0,0,35.5,58.4,5,0
50048,DELDPCC016,02-07-2024 12:30,41,139,126,0,0,35.7,57.4,5,0
50054,DELDPCC016,02-07-2024 12:45,41,139,126,0,0,35.7,57.6,5,0
50058,DELDPCC016,02-07-2024 12:50,41,139,126,0,0,35.8,56.6,5,0
50063,DELDPCC016,02-07-2024 13:05,50,187,158,0,0,36,55.4,5,0
50067,DELDPCC016,02-07-2024 13:20,50,187,158,0,0,35.6,56.7,5,0
50072,DELDPCC016,02-07-2024 13:30,50,187,158,0,0,35.2,57.3,5,0
50077,DELDPCC016,02-07-2024 13:45,50,187,158,0,0,35.9,56.3,5,0
50081,DELDPCC016,02-07-2024 13:50,50,187,158,0,0,36,55.5,5,0
50085,DELDPCC016,02-07-2024 14:05,44,189,159,0,0,36.8,53.3,5,0
50089,DELDPCC016,02-07-2024 14:20,44,189,159,0,0,36.5,53.4,5,0
50094,DELDPCC016,02-07-2024 14:30,44,189,159,0,0,36.5,52.4,5,0
50100,DELDPCC016,02-07-2024 14:45,44,189,159,0,0,36,53.4,5,0
50103,DELDPCC016,02-07-2024 14:50,44,189,159,0,0,36,53.4,5,0
50107,DELDPCC016,02-07-2024 15:05,27,124,116,0,0,35.8,53.5,5,0
50111,DELDPCC016,02-07-2024 15:15,27,124,116,0,0,35.8,53.4,5,0
50117,DELDPCC016,02-07-2024 15:30,27,124,116,0,0,35.8,54.2,5,0
50124,DELDPCC016,02-07-2024 15:45,27,124,116,0,0,35.9,53.2,5,0
50128,DELDPCC016,02-07-2024 15:50,27,124,116,0,0,35.8,53.9,5,0
50167,DELDPCC016,02-07-2024 17:45,28,141,127,0,0,34.7,57.1,5,0
50171,DELDPCC016,02-07-2024 17:50,28,141,127,0,0,34.7,57.1,5,0
50177,DELDPCC016,02-07-2024 18:05,22,139,126,0,0,34.8,56.8,5,0
50181,DELDPCC016,02-07-2024 18:20,22,139,126,0,0,34.6,58.2,5,0
50185,DELDPCC016,02-07-2024 18:30,22,139,126,0,0,34.5,59.5,5,0
50192,DELDPCC016,02-07-2024 18:45,22,139,126,0,0,33.9,63.6,5,0
50197,DELDPCC016,02-07-2024 18:50,22,139,126,0,0,33.8,64,5,0
50201,DELDPCC016,02-07-2024 19:05,38,214,176,0,0,33.7,65.1,5,0
50206,DELDPCC016,02-07-2024 19:15,38,214,176,0,0,33.5,64.7,5,0
50210,DELDPCC016,02-07-2024 19:30,38,214,176,0,0,33.3,65.4,5,0
50217,DELDPCC016,02-07-2024 19:45,38,214,176,0,0,33.2,65.8,5,0
50221,DELDPCC016,02-07-2024 19:50,38,214,176,0,0,33.2,65.9,5,0
50225,DELDPCC016,02-07-2024 20:05,35,214,176,0,0,33.2,66.2,5,0
50231,DELDPCC016,02-07-2024 20:15,35,214,176,0,0,33.2,65.8,5,0
50235,DELDPCC016,02-07-2024 20:30,35,214,176,0,0,33.2,66,5,0
50241,DELDPCC016,02-07-2024 20:45,35,214,176,0,0,33.1,66.3,5,0
50244,DELDPCC016,02-07-2024 20:50,35,214,176,0,0,33,66.4,5,0
50250,DELDPCC016,02-07-2024 21:05,35,164,143,0,0,32.9,66.6,5,0
50253,DELDPCC016,02-07-2024 21:20,35,164,143,0,0,32.9,66.7,5,0
50257,DELDPCC016,02-07-2024 21:30,35,164,143,0,0,32.7,67.1,5,0
50264,DELDPCC016,02-07-2024 21:45,35,164,143,0,0,32.6,67.7,5,0
50267,DELDPCC016,02-07-2024 21:50,35,164,143,0,0,32.6,67.8,5,0
50272,DELDPCC016,02-07-2024 22:05,40,167,145,0,0,32.5,68.3,5,0
50278,DELDPCC016,02-07-2024 22:20,40,167,145,0,0,32.3,69.9,5,0
50282,DELDPCC016,02-07-2024 22:30,40,167,145,0,0,32.1,71.1,5,0
50289,DELDPCC016,02-07-2024 22:45,40,167,145,0,0,32,72.4,5,0
50293,DELDPCC016,02-07-2024 22:50,40,167,145,0,0,32,72.8,5,0
50298,DELDPCC016,02-07-2024 23:05,68,164,143,0,0,31.9,73.5,5,0
50303,DELDPCC016,02-07-2024 23:20,68,164,143,0,0,31.7,74.3,5,0
50309,DELDPCC016,02-07-2024 23:30,68,164,143,0,0,31.7,74.8,5,0
50316,DELDPCC016,02-07-2024 23:45,68,164,143,0,0,31.7,75,5,0
50321,DELDPCC016,02-07-2024 23:50,68,164,143,0,0,31.7,75.2,5,0
50325,DELDPCC016,03-07-2024 00:05,45,123,115,0,0,31.7,75.6,5,0
50329,DELDPCC016,03-07-2024 00:20,45,123,115,0,0,31.7,75.9,5,0
50333,DELDPCC016,03-07-2024 00:30,45,123,115,0,0,31.7,75.9,5,0
50340,DELDPCC016,03-07-2024 00:45,45,123,115,0,0,31.7,75.9,5,0
50345,DELDPCC016,03-07-2024 00:50,45,123,115,0,0,31.6,76,5,0
50349,DELDPCC016,03-07-2024 01:05,42,112,108,0,0,31.6,76.2,5,0
50352,DELDPCC016,03-07-2024 01:20,42,112,108,0,0,31.5,76.7,5,0
50355,DELDPCC016,03-07-2024 01:30,42,112,108,0,0,31.5,77.1,5,0
50360,DELDPCC016,03-07-2024 01:45,42,112,108,0,0,31.5,77.9,5,0
50364,DELDPCC016,03-07-2024 01:50,42,112,108,0,0,31.4,78,5,0
50367,DELDPCC016,03-07-2024 02:05,42,88,88,0,0,31.4,78.4,5,0
50371,DELDPCC016,03-07-2024 02:20,42,88,88,0,0,31.4,78.6,5,0
50375,DELDPCC016,03-07-2024 02:30,42,88,88,0,0,31.3,78.7,5,0
50382,DELDPCC016,03-07-2024 02:45,42,88,88,0,0,31.3,78.9,5,0
50387,DELDPCC016,03-07-2024 02:50,42,88,88,0,0,31.3,79,5,0
50394,DELDPCC016,03-07-2024 03:05,44,91,91,0,0,31.3,79.2,5,0
50398,DELDPCC016,03-07-2024 03:20,44,91,91,0,0,31.4,78.9,5,0
50402,DELDPCC016,03-07-2024 03:30,44,91,91,0,0,31.3,78.6,5,0
50409,DELDPCC016,03-07-2024 03:45,44,91,91,0,0,31.3,78.5,5,0
50414,DELDPCC016,03-07-2024 03:50,44,91,91,0,0,31.3,78.5,5,0
50419,DELDPCC016,03-07-2024 04:05,30,85,85,0,0,31.3,78.7,5,0
50423,DELDPCC016,03-07-2024 04:20,30,85,85,0,0,31.3,78.7,5,0
50427,DELDPCC016,03-07-2024 04:30,30,85,85,0,0,31.3,78.6,5,0
50434,DELDPCC016,03-07-2024 04:45,30,85,85,0,0,31.3,78.7,5,0
50438,DELDPCC016,03-07-2024 04:50,30,85,85,0,0,31.3,78.6,5,0
50444,DELDPCC016,03-07-2024 05:05,35,90,90,0,0,31.3,78.2,5,0
50448,DELDPCC016,03-07-2024 05:20,35,90,90,0,0,31.4,77.8,5,0
50452,DELDPCC016,03-07-2024 05:30,35,90,90,0,0,31.4,76.8,5,0
50459,DELDPCC016,03-07-2024 05:45,35,90,90,0,0,31.6,74.3,5,0
50464,DELDPCC016,03-07-2024 05:50,35,90,90,0,0,31.7,73.3,5,0
50469,DELDPCC016,03-07-2024 06:05,31,93,93,0,0,31.9,72,5,0
50473,DELDPCC016,03-07-2024 06:15,31,93,93,0,0,31.9,72.3,5,0
50478,DELDPCC016,03-07-2024 06:30,31,93,93,0,0,31.8,73.3,5,0
50483,DELDPCC016,03-07-2024 06:45,31,93,93,0,0,31.8,74.3,5,0
50486,DELDPCC016,03-07-2024 06:50,31,93,93,0,0,31.8,74.4,5,0
50492,DELDPCC016,03-07-2024 07:05,41,165,143,0,0,31.8,75.1,5,0
50496,DELDPCC016,03-07-2024 07:15,41,165,143,0,0,31.9,74.8,5,0
50500,DELDPCC016,03-07-2024 07:30,41,165,143,0,0,32,74.4,5,0
50506,DELDPCC016,03-07-2024 07:45,41,165,143,0,0,32,74.7,5,0
50509,DELDPCC016,03-07-2024 07:50,41,165,143,0,0,32,74.1,5,0
50515,DELDPCC016,03-07-2024 08:05,51,292,242,0,0,32.3,74,5,0
50519,DELDPCC016,03-07-2024 08:15,51,292,242,0,0,32.6,72.2,5,0
50523,DELDPCC016,03-07-2024 08:30,51,292,242,0,0,33,69.6,5,0
50530,DELDPCC016,03-07-2024 08:45,51,292,242,0,0,33.3,68.2,5,0
50533,DELDPCC016,03-07-2024 08:50,51,292,242,0,0,33.4,67.7,5,0
50538,DELDPCC016,03-07-2024 09:05,47,164,143,0,0,33.7,66.2,5,0
50541,DELDPCC016,03-07-2024 09:20,47,164,143,0,0,33.9,64.7,5,0
50545,DELDPCC016,03-07-2024 09:30,47,164,143,0,0,34,64.3,5,0
50552,DELDPCC016,03-07-2024 09:45,47,164,143,0,0,34.1,63.5,5,0
50557,DELDPCC016,03-07-2024 09:55,47,164,143,0,0,34.1,63.6,5,0
50562,DELDPCC016,03-07-2024 10:05,47,171,147,0,0,34.2,63.2,5,0
50566,DELDPCC016,03-07-2024 10:20,47,171,147,0,0,34.7,60.5,5,0
50570,DELDPCC016,03-07-2024 10:30,47,171,147,0,0,34.9,59.6,5,0
50577,DELDPCC016,03-07-2024 10:45,47,171,147,0,0,35.2,57.4,5,0
50581,DELDPCC016,03-07-2024 10:50,47,171,147,0,0,34.8,58.7,5,0
50588,DELDPCC016,03-07-2024 11:05,25,148,132,0,0,34.8,58.2,5,0
50592,DELDPCC016,03-07-2024 11:20,25,148,132,0,0,35.4,56.9,5,0
50596,DELDPCC016,03-07-2024 11:30,25,148,132,0,0,35.4,56.9,5,0
50605,DELDPCC016,03-07-2024 11:45,25,148,132,0,0,35.6,56.3,5,0
50609,DELDPCC016,03-07-2024 11:50,25,148,132,0,0,35.6,55.8,5,0
50615,DELDPCC016,03-07-2024 12:05,25,136,124,0,0,35.1,60.7,5,0
50619,DELDPCC016,03-07-2024 12:15,25,136,124,0,0,34.6,63.2,5,0
50623,DELDPCC016,03-07-2024 12:30,25,136,124,0,0,34.1,66,5,0
50630,DELDPCC016,03-07-2024 12:45,25,136,124,0,0,34,66.1,5,0
50632,DELDPCC016,03-07-2024 12:50,25,136,124,0,0,34,66.9,5,0
50637,DELDPCC016,03-07-2024 13:05,74,200,167,0,0,33.7,67.9,5,0
50642,DELDPCC016,03-07-2024 13:15,74,200,167,0,0,33.6,68.3,5,0
50646,DELDPCC016,03-07-2024 13:30,74,200,167,0,0,33.5,67.9,5,0
50652,DELDPCC016,03-07-2024 13:45,74,200,167,0,0,33.7,67.2,5,0
50657,DELDPCC016,03-07-2024 13:50,74,200,167,0,0,33.8,66.9,5,0
50662,DELDPCC016,03-07-2024 14:05,51,148,132,0,0,33.3,68.4,5,0
50666,DELDPCC016,03-07-2024 14:20,51,148,132,0,0,33,69.7,5,0
50670,DELDPCC016,03-07-2024 14:30,51,148,132,0,0,32.4,71.8,5,0
50677,DELDPCC016,03-07-2024 14:45,51,148,132,0,0,31.7,73.8,5,0
50680,DELDPCC016,03-07-2024 14:50,51,148,132,0,0,31.5,74.6,5,0
50688,DELDPCC016,03-07-2024 15:05,31,131,121,0,0,31.2,78,5,0
50692,DELDPCC016,03-07-2024 15:15,31,131,121,0,0,29.7,83.8,5,0
50696,DELDPCC016,03-07-2024 15:30,31,131,121,0,0,29.2,86.5,5,0
50702,DELDPCC016,03-07-2024 15:45,31,131,121,0,0,28.9,87.3,5,0
50708,DELDPCC016,03-07-2024 15:50,31,131,121,0,0,29,87.6,5,0
50712,DELDPCC016,03-07-2024 16:05,12,49,60,0,0,29,87.3,5,0
50716,DELDPCC016,03-07-2024 16:20,12,49,60,0,0,28.6,86.8,5,0
50720,DELDPCC016,03-07-2024 16:30,12,49,55,0,0,28.5,86.6,5,0
50725,DELDPCC016,03-07-2024 16:45,12,49,60,0,0,28.6,86.9,5,0
50728,DELDPCC016,03-07-2024 16:50,12,49,60,0,0,28.7,86.9,5,0
50733,DELDPCC016,03-07-2024 17:15,0,0,0,0,0,0,0,0,0
50740,DELDPCC016,03-07-2024 17:16,0,0,0,0,0,0,0,0,0
50747,DELDPCC016,03-07-2024 17:17,0,0,0,0,0,0,0,0,0
50754,DELDPCC016,03-07-2024 17:18,0,0,0,0,0,0,0,0,0
50761,DELDPCC016,03-07-2024 17:19,0,0,0,0,0,0,0,0,0
50768,DELDPCC016,03-07-2024 17:20,0,0,0,0,0,0,0,0,0
50775,DELDPCC016,03-07-2024 17:21,0,0,0,0,0,0,0,0,0
50782,DELDPCC016,03-07-2024 17:22,0,0,0,0,0,0,0,0,0
50789,DELDPCC016,03-07-2024 17:23,0,0,0,0,0,0,0,0,0
50796,DELDPCC016,03-07-2024 17:24,0,0,0,0,0,0,0,0,0
50803,DELDPCC016,03-07-2024 17:25,0,0,0,0,0,0,0,0,0
50810,DELDPCC016,03-07-2024 17:26,0,0,0,0,0,0,0,0,0
50817,DELDPCC016,03-07-2024 17:27,0,0,0,0,0,0,0,0,0
50824,DELDPCC016,03-07-2024 17:28,0,0,0,0,0,0,0,0,0
50831,DELDPCC016,03-07-2024 17:29,0,0,0,0,0,0,0,0,0
50838,DELDPCC016,03-07-2024 17:30,0,0,0,0,0,0,0,0,0
50845,DELDPCC016,03-07-2024 17:31,0,0,0,0,0,0,0,0,0
50852,DELDPCC016,03-07-2024 17:32,0,0,0,0,0,0,0,0,0
50856,DELDPCC016,03-07-2024 17:45,7,16,75,0,0,28.9,85.6,5,0
50858,DELDPCC016,03-07-2024 17:50,7,16,80,0,0,29.1,85.8,5,0
50862,DELDPCC016,03-07-2024 18:05,11,21,95,0,0,29.3,85.3,5,0
50866,DELDPCC016,03-07-2024 18:20,11,21,70,0,0,29.2,84.8,5,0
50870,DELDPCC016,03-07-2024 18:30,11,21,105,0,0,29.3,85.3,5,0
50877,DELDPCC016,03-07-2024 18:45,11,21,95,0,0,29.4,83.9,5,0
50880,DELDPCC016,03-07-2024 18:55,11,21,95,0,0,29.5,83.7,5,0
50887,DELDPCC016,03-07-2024 19:05,19,46,90,0,0,29.5,83.5,5,0
50891,DELDPCC016,03-07-2024 19:20,19,46,80,0,0,29.5,82.9,5,0
50896,DELDPCC016,03-07-2024 19:30,19,46,85,0,0,29.4,83.2,5,0
50902,DELDPCC016,03-07-2024 19:45,19,46,80,0,0,29.5,83.4,5,0
50904,DELDPCC016,03-07-2024 19:50,19,46,75,0,0,29.5,83.3,5,0
50908,DELDPCC016,03-07-2024 20:05,23,62,70,0,0,29.4,83.6,5,0
50913,DELDPCC016,03-07-2024 20:20,23,62,70,0,0,29.5,83.7,5,0
50918,DELDPCC016,03-07-2024 20:30,23,62,70,0,0,29.5,83.6,5,0
50924,DELDPCC016,03-07-2024 20:45,23,62,70,0,0,29.6,83.8,5,0
50927,DELDPCC016,03-07-2024 20:50,23,62,65,0,0,29.5,83.8,5,0
50932,DELDPCC016,03-07-2024 21:05,28,65,75,0,0,29.6,84.2,5,0
50937,DELDPCC016,03-07-2024 21:20,28,65,75,0,0,29.6,84.5,5,0
50943,DELDPCC016,03-07-2024 21:30,28,65,65,0,0,29.6,84.4,5,0
50949,DELDPCC016,03-07-2024 21:45,28,65,70,0,0,29.6,84.5,5,0
50954,DELDPCC016,03-07-2024 21:50,28,65,75,0,0,29.6,84.5,5,0
50958,DELDPCC016,03-07-2024 22:05,41,82,82,0,0,29.6,84.5,5,0
50964,DELDPCC016,03-07-2024 22:15,41,82,82,0,0,29.6,84.7,5,0
50968,DELDPCC016,03-07-2024 22:30,41,82,82,0,0,29.6,84.6,5,0
50975,DELDPCC016,03-07-2024 22:45,41,82,82,0,0,29.7,84.3,5,0
50977,DELDPCC016,03-07-2024 22:50,41,82,82,0,0,29.7,84.1,5,0
50984,DELDPCC016,03-07-2024 23:05,38,77,77,0,0,29.7,83.9,5,0
50988,DELDPCC016,03-07-2024 23:20,38,77,77,0,0,29.6,83.7,5,0
50993,DELDPCC016,03-07-2024 23:30,38,77,77,0,0,29.6,83.8,5,0
51001,DELDPCC016,03-07-2024 23:45,38,77,77,0,0,29.6,83.9,5,0
51004,DELDPCC016,03-07-2024 23:50,38,77,77,0,0,29.6,83.9,5,0
51008,DELDPCC016,04-07-2024 00:05,29,57,57,0,0,29.6,83.8,5,0
51011,DELDPCC016,04-07-2024 00:20,29,57,57,0,0,29.6,83.6,5,0
51017,DELDPCC016,04-07-2024 00:30,29,57,57,0,0,29.7,83.5,5,0
51024,DELDPCC016,04-07-2024 00:45,29,57,57,0,0,29.7,83.5,5,0
51027,DELDPCC016,04-07-2024 00:50,29,57,57,0,0,29.7,83.4,5,0
51033,DELDPCC016,04-07-2024 01:05,19,46,46,0,0,29.8,83.3,5,0
51036,DELDPCC016,04-07-2024 01:20,19,46,46,0,0,29.8,83.1,5,0
51041,DELDPCC016,04-07-2024 01:30,19,46,46,0,0,29.8,83.2,5,0
51050,DELDPCC016,04-07-2024 01:45,19,46,46,0,0,29.8,83,5,0
51053,DELDPCC016,04-07-2024 01:50,19,46,46,0,0,29.8,83.1,5,0
51059,DELDPCC016,04-07-2024 02:05,22,35,37,0,0,29.8,83.3,5,0
51062,DELDPCC016,04-07-2024 02:20,22,35,37,0,0,29.7,83.5,5,0
51067,DELDPCC016,04-07-2024 02:30,22,35,37,0,0,29.7,83.7,5,0
51074,DELDPCC016,04-07-2024 02:45,22,35,37,0,0,29.7,83.9,5,0
51080,DELDPCC016,04-07-2024 02:50,22,35,39,0,0,29.7,83.9,5,0
51085,DELDPCC016,04-07-2024 03:05,22,38,41,0,0,29.7,83.8,5,0
51088,DELDPCC016,04-07-2024 03:20,22,38,38,0,0,29.7,83.7,5,0
51093,DELDPCC016,04-07-2024 03:30,22,38,38,0,0,29.7,83.6,5,0
51099,DELDPCC016,04-07-2024 03:45,22,38,38,0,0,29.7,83.4,5,0
51102,DELDPCC016,04-07-2024 03:50,22,38,38,0,0,29.7,83.4,5,0
51107,DELDPCC016,04-07-2024 04:05,24,36,40,0,0,29.7,83.5,5,0
51111,DELDPCC016,04-07-2024 04:20,24,36,40,0,0,29.7,83.4,5,0
51116,DELDPCC016,04-07-2024 04:30,24,36,40,0,0,29.7,83.5,5,0
51123,DELDPCC016,04-07-2024 04:45,24,36,40,0,0,29.6,84.2,5,0
51127,DELDPCC016,04-07-2024 04:50,24,36,40,0,0,29.6,84.6,5,0
51130,DELDPCC016,04-07-2024 05:05,23,40,40,0,0,29.5,85.2,5,0
51136,DELDPCC016,04-07-2024 05:20,23,40,40,0,0,29.4,85.5,5,0
51140,DELDPCC016,04-07-2024 05:30,23,40,40,0,0,29.3,86,5,0
51147,DELDPCC016,04-07-2024 05:45,23,40,40,0,0,29.2,86.5,5,0
51152,DELDPCC016,04-07-2024 05:50,23,40,40,0,0,29.2,86.6,5,0
51158,DELDPCC016,04-07-2024 06:05,27,47,47,0,0,29.2,86.7,5,0
51162,DELDPCC016,04-07-2024 06:20,27,47,47,0,0,29.2,86.8,5,0
51166,DELDPCC016,04-07-2024 06:30,27,47,50,0,0,29.2,86.8,5,0
51173,DELDPCC016,04-07-2024 06:45,27,47,47,0,0,29.2,86.8,5,0
