CreatedDate,pm25_Lakshmi K: Kitchen,pm10_Lakshmi K: Kitchen,aqi_Lakshmi K: Kitchen,co2_Lakshmi K: Kitchen,voc_Lakshmi K: Kitchen,temperature_Lakshmi K: Kitchen,humidity_Lakshmi K: Kitchen,battery_Lakshmi K: Kitchen
2024-07-02 06:45:00,32.0000,37.0000,53,466.0000,430.0000,33.0,58.0000,100
2024-07-02 07:00:00,33.0000,38.0000,55,507.0000,878.0000,33.0,60.0000,100
2024-07-02 07:15:00,49.0000,60.0000,82,650.0000,718.0000,33.0,60.0000,100
2024-07-02 07:30:00,37.0000,45.0000,62,598.0000,471.0000,33.0,60.0000,100
2024-07-02 07:45:00,37.0000,45.0000,62,507.0000,484.0000,33.0,60.0000,100
2024-07-02 08:00:00,41.0000,50.0000,68,635.0000,784.0000,33.0,61.0000,80
2024-07-02 08:15:00,65.0000,81.0000,117,520.0000,577.0000,33.0,60.0000,100
2024-07-02 08:30:00,93.0000,113.0000,210,510.0000,496.0000,33.0,61.0000,100
2024-07-02 08:45:00,133.0000,156.0000,310,490.0000,505.0000,33.0,61.0000,100
2024-07-02 09:00:00,113.0000,134.0000,277,490.0000,519.0000,33.0,60.0000,100
2024-07-02 09:15:00,85.0000,104.0000,183,464.0000,513.0000,33.0,59.0000,100
2024-07-02 09:30:00,59.0000,74.0000,98,465.0000,519.0000,33.0,59.0000,100
2024-07-02 09:45:00,43.0000,53.0000,72,435.0000,458.0000,33.0,58.0000,100
2024-07-02 10:00:00,32.0000,38.0000,53,417.0000,347.0000,33.0,58.0000,100
2024-07-02 10:15:00,34.0000,41.0000,57,416.0000,276.0000,33.0,58.0000,100
2024-07-02 10:30:00,157.0000,236.0000,328,518.0000,595.0000,33.0,59.0000,100
2024-07-02 10:45:00,151.0000,170.0000,324,601.0000,863.0000,33.0,60.0000,100
2024-07-02 11:00:00,48.0000,60.0000,80,426.0000,292.0000,33.0,59.0000,100
2024-07-02 11:15:00,42.0000,51.0000,70,421.0000,256.0000,33.0,59.0000,100
2024-07-02 11:30:00,43.0000,53.0000,72,417.0000,224.0000,33.0,59.0000,100
2024-07-02 11:45:00,44.0000,55.0000,73,418.0000,217.0000,33.0,59.0000,100
2024-07-02 12:00:00,41.0000,51.0000,68,470.0000,255.0000,33.0,60.0000,100
2024-07-02 12:15:00,43.0000,52.0000,72,456.0000,242.0000,33.0,60.0000,100
2024-07-02 12:30:00,52.0000,65.0000,87,600.0000,470.0000,33.0,62.0000,100
2024-07-02 12:45:00,47.0000,58.0000,78,619.0000,300.0000,33.0,61.0000,100
2024-07-02 13:00:00,36.0000,44.0000,60,772.0000,828.0000,34.0,62.0000,100
2024-07-02 13:15:00,29.0000,34.0000,48,449.0000,255.0000,34.0,59.0000,100
2024-07-02 13:30:00,26.0000,30.0000,43,455.0000,193.0000,34.0,58.0000,100
2024-07-02 13:45:00,28.0000,33.0000,47,433.0000,151.0000,34.0,58.0000,100
2024-07-02 14:00:00,25.0000,29.0000,42,407.0000,129.0000,33.0,58.0000,100
2024-07-02 14:15:00,22.0000,27.0000,37,403.0000,96.0000,34.0,56.0000,100
2024-07-02 14:30:00,21.0000,26.0000,35,403.0000,123.0000,34.0,56.0000,100
2024-07-02 14:45:00,18.0000,22.0000,30,403.0000,101.0000,34.0,55.0000,100
2024-07-02 15:00:00,17.0000,21.0000,28,400.0000,99.0000,34.0,55.0000,100
2024-07-02 15:15:00,18.0000,22.0000,30,407.0000,108.0000,34.0,55.0000,100
2024-07-02 15:30:00,19.0000,23.0000,32,409.0000,118.0000,34.0,55.0000,100
2024-07-02 15:45:00,19.0000,24.0000,32,403.0000,122.0000,34.0,55.0000,100
2024-07-02 16:00:00,19.0000,24.0000,32,402.0000,134.0000,34.0,55.0000,100
2024-07-02 16:15:00,19.0000,24.0000,32,404.0000,175.0000,34.0,56.0000,100
2024-07-02 16:30:00,14.0000,18.0000,23,407.0000,158.0000,34.0,56.0000,100
2024-07-02 16:45:00,34.0000,40.0000,57,659.0000,654.0000,34.0,59.0000,100
2024-07-02 17:00:00,29.0000,36.0000,48,510.0000,829.0000,34.0,58.0000,100
2024-07-02 17:15:00,13.0000,17.0000,22,424.0000,423.0000,34.0,57.0000,100
2024-07-02 17:30:00,14.0000,18.0000,23,412.0000,376.0000,34.0,57.0000,100
2024-07-02 17:45:00,14.0000,19.0000,23,412.0000,530.0000,34.0,57.0000,100
2024-07-02 18:00:00,17.0000,22.0000,28,612.0000,692.0000,34.0,57.0000,100
2024-07-02 18:15:00,20.0000,25.0000,33,744.0000,1092.0000,34.0,59.0000,100
2024-07-02 18:30:00,19.0000,24.0000,32,485.0000,425.0000,34.0,57.0000,100
2024-07-02 18:45:00,22.0000,27.0000,37,460.0000,495.0000,34.0,58.0000,100
2024-07-02 19:00:00,24.0000,29.0000,40,456.0000,518.0000,34.0,58.0000,100
2024-07-02 19:15:00,23.0000,28.0000,38,446.0000,492.0000,34.0,58.0000,100
2024-07-02 19:30:00,22.0000,27.0000,37,435.0000,481.0000,34.0,58.0000,100
2024-07-02 19:45:00,19.0000,24.0000,32,444.0000,472.0000,34.0,58.0000,100
2024-07-02 20:00:00,19.0000,23.0000,32,463.0000,534.0000,33.0,58.0000,100
2024-07-02 20:15:00,19.0000,24.0000,32,458.0000,594.0000,33.0,58.0000,100
2024-07-02 20:30:00,21.0000,26.0000,35,484.0000,726.0000,33.0,59.0000,100
2024-07-02 20:45:00,20.0000,25.0000,33,473.0000,717.0000,33.0,59.0000,100
2024-07-02 21:00:00,19.0000,24.0000,32,487.0000,727.0000,33.0,58.0000,100
2024-07-02 21:15:00,19.0000,24.0000,32,489.0000,720.0000,33.0,59.0000,100
2024-07-02 21:30:00,22.0000,27.0000,37,485.0000,796.0000,33.0,59.0000,100
2024-07-02 21:45:00,21.0000,25.0000,35,479.0000,662.0000,33.0,59.0000,100
2024-07-02 22:00:00,22.0000,26.0000,37,468.0000,541.0000,33.0,58.0000,100
2024-07-02 22:15:00,28.0000,33.0000,47,464.0000,552.0000,33.0,58.0000,100
2024-07-02 22:30:00,31.0000,37.0000,52,473.0000,632.0000,33.0,58.0000,100
2024-07-02 22:45:00,35.0000,43.0000,58,468.0000,685.0000,33.0,58.0000,100
2024-07-02 23:00:00,37.0000,44.0000,62,479.0000,733.0000,33.0,59.0000,100
2024-07-02 23:15:00,36.0000,44.0000,60,479.0000,747.0000,33.0,59.0000,100
2024-07-02 23:30:00,34.0000,41.0000,57,495.0000,1252.0000,33.0,58.0000,100
2024-07-02 23:45:00,29.0000,34.0000,48,501.0000,904.0000,33.0,58.0000,100
2024-07-03 00:00:00,27.0000,32.0000,45,496.0000,755.0000,33.0,57.0000,100
2024-07-03 00:15:00,25.0000,30.0000,42,497.0000,699.0000,33.0,57.0000,100
2024-07-03 00:30:00,24.0000,28.0000,40,510.0000,688.0000,33.0,56.0000,100
2024-07-03 00:45:00,23.0000,27.0000,38,510.0000,621.0000,33.0,55.0000,100
2024-07-03 01:00:00,24.0000,29.0000,40,495.0000,568.0000,33.0,56.0000,100
2024-07-03 01:15:00,24.0000,28.0000,40,494.0000,536.0000,33.0,56.0000,100
2024-07-03 01:30:00,24.0000,29.0000,40,484.0000,490.0000,33.0,56.0000,100
2024-07-03 01:45:00,23.0000,27.0000,38,505.0000,499.0000,33.0,54.0000,100
2024-07-03 02:00:00,25.0000,29.0000,42,494.0000,473.0000,33.0,55.0000,100
2024-07-03 02:15:00,22.0000,27.0000,37,513.0000,497.0000,33.0,54.0000,100
2024-07-03 02:30:00,25.0000,30.0000,42,505.0000,490.0000,33.0,54.0000,100
2024-07-03 02:45:00,21.0000,26.0000,35,528.0000,509.0000,33.0,53.0000,100
2024-07-03 03:00:00,20.0000,24.0000,33,547.0000,527.0000,33.0,52.0000,100
2024-07-03 03:15:00,19.0000,24.0000,32,540.0000,543.0000,33.0,52.0000,100
2024-07-03 03:30:00,26.0000,30.0000,43,472.0000,422.0000,33.0,56.0000,100
2024-07-03 03:45:00,25.0000,30.0000,42,466.0000,403.0000,33.0,57.0000,100
2024-07-03 04:00:00,25.0000,30.0000,42,465.0000,393.0000,33.0,58.0000,100
2024-07-03 04:15:00,22.0000,27.0000,37,487.0000,447.0000,33.0,57.0000,100
2024-07-03 04:30:00,22.0000,26.0000,37,499.0000,451.0000,33.0,56.0000,100
2024-07-03 04:45:00,25.0000,30.0000,42,458.0000,385.0000,33.0,59.0000,100
2024-07-03 05:00:00,25.0000,29.0000,42,460.0000,412.0000,33.0,58.0000,100
2024-07-03 05:15:00,21.0000,26.0000,35,465.0000,472.0000,33.0,58.0000,100
2024-07-03 05:30:00,24.0000,29.0000,40,463.0000,472.0000,33.0,57.0000,100
2024-07-03 05:45:00,22.0000,27.0000,37,462.0000,466.0000,33.0,57.0000,100
2024-07-03 06:00:00,19.0000,24.0000,32,461.0000,432.0000,33.0,56.0000,100
2024-07-03 06:15:00,21.0000,26.0000,35,465.0000,454.0000,33.0,56.0000,100
2024-07-03 06:30:00,23.0000,28.0000,38,610.0000,718.0000,33.0,57.0000,100
2024-07-03 06:45:00,23.0000,28.0000,38,462.0000,388.0000,33.0,57.0000,100
2024-07-03 07:00:00,25.0000,30.0000,42,455.0000,409.0000,33.0,57.0000,100
2024-07-03 07:15:00,27.0000,32.0000,45,496.0000,485.0000,33.0,57.0000,100
2024-07-03 07:30:00,40.0000,49.0000,67,813.0000,1068.0000,33.0,59.0000,100
2024-07-03 07:45:00,34.0000,40.0000,57,695.0000,768.0000,34.0,57.0000,100
2024-07-03 08:00:00,32.0000,38.0000,53,522.0000,537.0000,33.0,57.0000,100
2024-07-03 08:15:00,36.0000,44.0000,60,486.0000,652.0000,33.0,57.0000,100
2024-07-03 08:30:00,38.0000,47.0000,63,608.0000,1275.0000,33.0,58.0000,100
2024-07-03 08:45:00,39.0000,47.0000,65,467.0000,577.0000,33.0,58.0000,100
2024-07-03 09:00:00,46.0000,57.0000,77,442.0000,412.0000,33.0,58.0000,100
2024-07-03 09:15:00,48.0000,59.0000,80,466.0000,425.0000,33.0,58.0000,100
2024-07-03 09:30:00,74.0000,87.0000,147,550.0000,635.0000,33.0,59.0000,100
2024-07-03 09:45:00,41.0000,50.0000,68,573.0000,443.0000,33.0,60.0000,100
2024-07-03 10:00:00,25.0000,30.0000,42,434.0000,304.0000,33.0,58.0000,100
2024-07-03 10:15:00,17.0000,22.0000,28,436.0000,328.0000,33.0,59.0000,100
2024-07-03 10:30:00,15.0000,19.0000,25,475.0000,1087.0000,33.0,59.0000,100
2024-07-03 10:45:00,13.0000,17.0000,22,450.0000,289.0000,33.0,58.0000,100
2024-07-03 11:00:00,14.0000,18.0000,23,415.0000,207.0000,33.0,57.0000,100
2024-07-03 11:15:00,14.0000,18.0000,23,417.0000,224.0000,33.0,57.0000,100
2024-07-03 11:30:00,15.0000,19.0000,25,447.0000,274.0000,33.0,58.0000,100
2024-07-03 11:45:00,16.0000,21.0000,27,412.0000,226.0000,33.0,57.0000,100
2024-07-03 12:00:00,20.0000,25.0000,33,417.0000,278.0000,33.0,58.0000,100
2024-07-03 12:15:00,59.0000,74.0000,98,438.0000,503.0000,33.0,60.0000,100
2024-07-03 12:30:00,68.0000,85.0000,127,445.0000,577.0000,33.0,61.0000,100
2024-07-03 12:45:00,65.0000,81.0000,117,446.0000,577.0000,33.0,61.0000,100
2024-07-03 13:00:00,65.0000,81.0000,117,445.0000,558.0000,33.0,61.0000,100
2024-07-03 13:15:00,58.0000,73.0000,97,446.0000,539.0000,33.0,61.0000,100
2024-07-03 13:30:00,50.0000,63.0000,83,439.0000,449.0000,33.0,61.0000,100
2024-07-03 13:45:00,45.0000,56.0000,75,435.0000,346.0000,33.0,61.0000,100
2024-07-03 14:00:00,42.0000,51.0000,70,431.0000,294.0000,33.0,60.0000,100
2024-07-03 14:15:00,36.0000,43.0000,60,429.0000,293.0000,33.0,60.0000,100
2024-07-03 14:30:00,30.0000,35.0000,50,426.0000,334.0000,33.0,60.0000,100
2024-07-03 14:45:00,29.0000,34.0000,48,425.0000,342.0000,33.0,60.0000,100
2024-07-03 15:00:00,29.0000,33.0000,48,419.0000,283.0000,33.0,59.0000,100
2024-07-03 15:15:00,14.0000,18.0000,23,412.0000,218.0000,33.0,60.0000,100
2024-07-03 15:30:00,8.0000,11.0000,13,410.0000,207.0000,33.0,59.0000,100
2024-07-03 15:45:00,8.0000,10.0000,13,412.0000,252.0000,33.0,59.0000,100
2024-07-03 16:00:00,7.0000,8.0000,12,418.0000,294.0000,33.0,59.0000,100
2024-07-03 16:15:00,5.0000,6.0000,8,417.0000,265.0000,33.0,59.0000,100
2024-07-03 16:30:00,4.0000,5.0000,7,416.0000,260.0000,33.0,58.0000,100
2024-07-03 16:45:00,4.0000,5.0000,7,422.0000,332.0000,33.0,58.0000,100
2024-07-03 17:00:00,4.0000,5.0000,7,425.0000,385.0000,33.0,58.0000,100
2024-07-03 17:15:00,4.0000,5.0000,7,425.0000,377.0000,33.0,58.0000,100
2024-07-03 17:30:00,5.0000,6.0000,8,427.0000,347.0000,33.0,57.0000,100
2024-07-03 17:45:00,5.0000,6.0000,8,437.0000,507.0000,33.0,57.0000,100
2024-07-03 18:00:00,5.0000,6.0000,8,444.0000,425.0000,33.0,57.0000,100
2024-07-03 18:15:00,6.0000,7.0000,10,447.0000,431.0000,33.0,57.0000,100
2024-07-03 18:30:00,6.0000,7.0000,10,454.0000,548.0000,33.0,57.0000,100
2024-07-03 18:45:00,7.0000,8.0000,12,471.0000,794.0000,33.0,57.0000,100
2024-07-03 19:00:00,9.0000,11.0000,15,460.0000,1005.0000,33.0,57.0000,100
2024-07-03 19:15:00,9.0000,11.0000,15,462.0000,842.0000,33.0,57.0000,100
2024-07-03 19:30:00,10.0000,13.0000,17,464.0000,692.0000,33.0,57.0000,100
2024-07-03 19:45:00,11.0000,14.0000,18,470.0000,668.0000,33.0,57.0000,100
2024-07-03 20:00:00,11.0000,14.0000,18,469.0000,619.0000,33.0,57.0000,100
2024-07-03 20:15:00,12.0000,15.0000,20,461.0000,703.0000,33.0,57.0000,100
2024-07-03 20:30:00,12.0000,16.0000,20,466.0000,1074.0000,33.0,58.0000,100
2024-07-03 20:45:00,13.0000,16.0000,22,462.0000,648.0000,33.0,57.0000,100
2024-07-03 21:00:00,14.0000,18.0000,23,475.0000,585.0000,32.0,58.0000,100
2024-07-03 21:15:00,14.0000,19.0000,23,462.0000,448.0000,32.0,58.0000,100
2024-07-03 21:30:00,17.0000,22.0000,28,459.0000,446.0000,32.0,58.0000,100
2024-07-03 21:45:00,23.0000,27.0000,38,463.0000,464.0000,32.0,59.0000,100
2024-07-03 22:00:00,30.0000,35.0000,50,465.0000,499.0000,32.0,59.0000,100
2024-07-03 22:15:00,35.0000,42.0000,58,461.0000,531.0000,32.0,59.0000,100
2024-07-03 22:30:00,36.0000,43.0000,60,468.0000,689.0000,32.0,59.0000,100
2024-07-03 22:45:00,40.0000,48.0000,67,476.0000,709.0000,32.0,59.0000,100
2024-07-03 23:00:00,35.0000,41.0000,58,498.0000,718.0000,32.0,58.0000,100
2024-07-03 23:15:00,27.0000,32.0000,45,506.0000,609.0000,32.0,57.0000,100
2024-07-03 23:30:00,21.0000,26.0000,35,469.0000,435.0000,32.0,57.0000,100
2024-07-03 23:45:00,17.0000,22.0000,28,467.0000,408.0000,32.0,56.0000,100
2024-07-04 00:00:00,14.0000,19.0000,23,473.0000,407.0000,32.0,56.0000,100
2024-07-04 00:15:00,12.0000,16.0000,20,479.0000,376.0000,32.0,55.0000,100
2024-07-04 00:30:00,12.0000,15.0000,20,464.0000,342.0000,32.0,55.0000,100
2024-07-04 00:45:00,9.0000,12.0000,15,470.0000,341.0000,32.0,55.0000,100
2024-07-04 01:00:00,8.0000,10.0000,13,481.0000,349.0000,32.0,54.0000,100
2024-07-04 01:15:00,8.0000,10.0000,13,482.0000,397.0000,32.0,55.0000,100
2024-07-04 01:30:00,7.0000,9.0000,12,497.0000,477.0000,32.0,54.0000,100
2024-07-04 01:45:00,8.0000,10.0000,13,491.0000,454.0000,32.0,55.0000,100
2024-07-04 02:00:00,8.0000,10.0000,13,493.0000,430.0000,32.0,55.0000,100
2024-07-04 02:15:00,8.0000,10.0000,13,501.0000,417.0000,32.0,54.0000,100
2024-07-04 02:30:00,10.0000,13.0000,17,478.0000,383.0000,32.0,55.0000,100
2024-07-04 02:45:00,10.0000,13.0000,17,474.0000,365.0000,32.0,55.0000,100
2024-07-04 03:00:00,11.0000,14.0000,18,467.0000,329.0000,32.0,56.0000,100
2024-07-04 03:15:00,11.0000,14.0000,18,475.0000,333.0000,32.0,56.0000,100
2024-07-04 03:30:00,14.0000,18.0000,23,462.0000,313.0000,32.0,56.0000,100
2024-07-04 03:45:00,14.0000,19.0000,23,470.0000,356.0000,32.0,57.0000,100
2024-07-04 04:00:00,12.0000,15.0000,20,497.0000,446.0000,32.0,55.0000,100
2024-07-04 04:15:00,17.0000,21.0000,28,470.0000,442.0000,32.0,56.0000,100
2024-07-04 04:30:00,18.0000,23.0000,30,456.0000,369.0000,32.0,57.0000,100
2024-07-04 04:45:00,17.0000,22.0000,28,463.0000,391.0000,32.0,57.0000,100
2024-07-04 05:00:00,18.0000,23.0000,30,472.0000,433.0000,32.0,57.0000,100
2024-07-04 05:15:00,15.0000,19.0000,25,496.0000,632.0000,32.0,55.0000,100
2024-07-04 05:30:00,22.0000,26.0000,37,481.0000,583.0000,32.0,57.0000,100
2024-07-04 05:45:00,20.0000,24.0000,33,503.0000,599.0000,32.0,56.0000,100
2024-07-04 06:00:00,23.0000,27.0000,38,482.0000,486.0000,32.0,57.0000,100
2024-07-04 06:15:00,23.0000,27.0000,38,484.0000,480.0000,32.0,58.0000,100
2024-07-04 06:30:00,26.0000,31.0000,43,481.0000,464.0000,32.0,59.0000,100
2024-07-04 06:45:00,28.0000,33.0000,47,465.0000,440.0000,32.0,60.0000,100
2024-07-04 07:00:00,30.0000,36.0000,50,489.0000,506.0000,32.0,61.0000,100
2024-07-04 07:15:00,31.0000,36.0000,52,476.0000,575.0000,32.0,61.0000,100
2024-07-04 07:30:00,32.0000,38.0000,53,471.0000,566.0000,32.0,61.0000,100
2024-07-04 07:45:00,34.0000,41.0000,57,471.0000,681.0000,32.0,61.0000,100
2024-07-04 08:00:00,65.0000,75.0000,117,531.0000,895.0000,32.0,62.0000,100
2024-07-04 08:15:00,46.0000,58.0000,77,499.0000,751.0000,32.0,61.0000,100
2024-07-04 08:30:00,40.0000,49.0000,67,465.0000,594.0000,32.0,61.0000,100
2024-07-04 08:45:00,30.0000,36.0000,50,566.0000,1168.0000,32.0,59.0000,100
2024-07-04 09:00:00,32.0000,37.0000,53,545.0000,1102.0000,32.0,61.0000,100
2024-07-04 09:15:00,34.0000,41.0000,57,497.0000,631.0000,32.0,61.0000,100
2024-07-04 09:30:00,28.0000,33.0000,47,447.0000,467.0000,32.0,61.0000,100
2024-07-04 09:45:00,27.0000,32.0000,45,437.0000,453.0000,32.0,61.0000,100
2024-07-04 10:00:00,20.0000,25.0000,33,430.0000,360.0000,32.0,61.0000,100
2024-07-04 10:15:00,21.0000,26.0000,35,430.0000,370.0000,32.0,62.0000,100
2024-07-04 10:30:00,28.0000,33.0000,47,426.0000,342.0000,32.0,61.0000,100
2024-07-04 10:45:00,33.0000,39.0000,55,426.0000,376.0000,32.0,61.0000,100
2024-07-04 11:00:00,38.0000,47.0000,63,426.0000,343.0000,32.0,61.0000,100
2024-07-04 11:15:00,42.0000,51.0000,70,423.0000,339.0000,32.0,62.0000,100
2024-07-04 11:30:00,45.0000,55.0000,75,424.0000,343.0000,32.0,61.0000,100
2024-07-04 11:45:00,42.0000,52.0000,70,422.0000,339.0000,32.0,61.0000,100
2024-07-04 12:00:00,40.0000,50.0000,67,422.0000,332.0000,32.0,61.0000,100
2024-07-04 12:15:00,41.0000,51.0000,68,423.0000,324.0000,32.0,60.0000,100
2024-07-04 12:30:00,42.0000,52.0000,70,424.0000,343.0000,32.0,60.0000,100
2024-07-04 12:45:00,45.0000,56.0000,75,425.0000,341.0000,32.0,60.0000,100
2024-07-04 13:00:00,49.0000,61.0000,82,425.0000,373.0000,32.0,60.0000,100
2024-07-04 13:15:00,54.0000,68.0000,90,427.0000,431.0000,32.0,61.0000,100
2024-07-04 13:30:00,58.0000,73.0000,97,428.0000,438.0000,32.0,62.0000,100
2024-07-04 13:45:00,56.0000,70.0000,93,427.0000,459.0000,32.0,61.0000,100
2024-07-04 14:00:00,53.0000,66.0000,88,428.0000,437.0000,32.0,61.0000,100
2024-07-04 14:15:00,51.0000,63.0000,85,426.0000,389.0000,32.0,62.0000,100
2024-07-04 14:30:00,49.0000,61.0000,82,425.0000,396.0000,32.0,62.0000,100
2024-07-04 14:45:00,42.0000,52.0000,70,424.0000,419.0000,32.0,62.0000,100
2024-07-04 15:00:00,32.0000,37.0000,53,422.0000,378.0000,32.0,62.0000,100
2024-07-04 15:15:00,29.0000,34.0000,48,419.0000,107.0000,32.0,61.0000,100
2024-07-04 15:30:00,27.0000,32.0000,45,420.0000,83.0000,32.0,61.0000,100
2024-07-04 15:45:00,28.0000,33.0000,47,417.0000,99.0000,32.0,61.0000,100
2024-07-04 16:00:00,20.0000,24.0000,33,415.0000,99.0000,32.0,61.0000,100
2024-07-04 16:15:00,12.0000,15.0000,20,411.0000,78.0000,32.0,60.0000,100
2024-07-04 16:30:00,8.0000,10.0000,13,510.0000,167.0000,32.0,59.0000,100
2024-07-04 16:45:00,9.0000,12.0000,15,607.0000,236.0000,32.0,59.0000,100
2024-07-04 17:00:00,12.0000,15.0000,20,653.0000,268.0000,32.0,61.0000,100
2024-07-04 17:15:00,13.0000,16.0000,22,685.0000,276.0000,32.0,62.0000,100
2024-07-04 17:30:00,11.0000,15.0000,18,475.0000,180.0000,32.0,60.0000,100
2024-07-04 17:45:00,12.0000,15.0000,20,433.0000,149.0000,32.0,59.0000,100
2024-07-04 18:00:00,11.0000,15.0000,18,452.0000,153.0000,32.0,60.0000,100
2024-07-04 18:15:00,23.0000,29.0000,38,462.0000,194.0000,32.0,60.0000,100
2024-07-04 18:30:00,31.0000,39.0000,52,470.0000,209.0000,32.0,60.0000,100
2024-07-04 18:45:00,13.0000,17.0000,22,461.0000,244.0000,32.0,60.0000,100
2024-07-04 19:00:00,14.0000,18.0000,23,427.0000,149.0000,32.0,60.0000,100
2024-07-04 19:15:00,14.0000,18.0000,23,509.0000,271.0000,32.0,62.0000,100
2024-07-04 19:30:00,16.0000,21.0000,27,553.0000,311.0000,31.0,63.0000,100
2024-07-04 19:45:00,16.0000,20.0000,27,520.0000,339.0000,31.0,63.0000,100
2024-07-04 20:00:00,28.0000,34.0000,47,671.0000,551.0000,32.0,63.0000,100
2024-07-04 20:15:00,23.0000,27.0000,38,619.0000,425.0000,32.0,63.0000,100
2024-07-04 20:30:00,19.0000,24.0000,32,569.0000,510.0000,32.0,62.0000,100
2024-07-04 20:45:00,19.0000,24.0000,32,613.0000,681.0000,32.0,62.0000,100
2024-07-04 21:00:00,21.0000,26.0000,35,934.0000,641.0000,32.0,63.0000,100
2024-07-04 21:15:00,24.0000,29.0000,40,847.0000,520.0000,33.0,64.0000,100
2024-07-04 21:30:00,23.0000,28.0000,38,881.0000,755.0000,33.0,63.0000,100
2024-07-04 21:45:00,24.0000,28.0000,40,839.0000,624.0000,33.0,64.0000,100
2024-07-04 22:00:00,21.0000,25.0000,35,672.0000,450.0000,33.0,61.0000,100
2024-07-04 22:15:00,19.0000,24.0000,32,521.0000,316.0000,32.0,60.0000,100
2024-07-04 22:30:00,20.0000,25.0000,33,555.0000,465.0000,32.0,61.0000,100
2024-07-04 22:45:00,21.0000,26.0000,35,755.0000,420.0000,32.0,61.0000,100
2024-07-04 23:00:00,21.0000,26.0000,35,777.0000,378.0000,33.0,60.0000,100
2024-07-04 23:15:00,21.0000,26.0000,35,521.0000,337.0000,33.0,58.0000,100
2024-07-04 23:30:00,23.0000,27.0000,38,501.0000,297.0000,33.0,58.0000,100
2024-07-04 23:45:00,23.0000,28.0000,38,494.0000,291.0000,32.0,58.0000,100
2024-07-05 00:00:00,24.0000,28.0000,40,495.0000,303.0000,32.0,58.0000,100
2024-07-05 00:15:00,23.0000,28.0000,38,497.0000,293.0000,32.0,58.0000,100
2024-07-05 00:30:00,24.0000,29.0000,40,498.0000,277.0000,32.0,58.0000,100
2024-07-05 00:45:00,25.0000,30.0000,42,495.0000,265.0000,32.0,58.0000,100
2024-07-05 01:00:00,24.0000,29.0000,40,500.0000,269.0000,32.0,58.0000,100
2024-07-05 01:15:00,22.0000,27.0000,37,506.0000,274.0000,32.0,58.0000,100
2024-07-05 01:30:00,21.0000,26.0000,35,506.0000,254.0000,32.0,58.0000,100
2024-07-05 01:45:00,21.0000,26.0000,35,502.0000,237.0000,32.0,58.0000,100
2024-07-05 02:00:00,19.0000,24.0000,32,491.0000,215.0000,32.0,58.0000,100
