CreatedDate,pm25_Lakshmi K: Kitchen,pm10_Lakshmi K: Kitchen,aqi_Lakshmi K: Kitchen,co2_Lakshmi K: Kitchen,voc_Lakshmi K: Kitchen,temperature_Lakshmi K: Kitchen,humidity_Lakshmi K: Kitchen,battery_Lakshmi K: Kitchen
2024-07-09 09:00:00,55.5000,68.0000,92,535.0000,435.0000,31.5,65.5000,100
2024-07-09 10:00:00,57.0000,71.0000,95,452.5000,286.0000,31.0,66.0000,100
2024-07-09 11:00:00,58.0000,72.0000,97,471.0000,329.5000,32.0,66.0000,100
2024-07-09 12:00:00,42.0000,51.0000,70,807.0000,874.0000,32.0,66.0000,100
2024-07-09 13:00:00,31.0000,37.0000,52,500.5000,239.5000,32.0,62.5000,100
2024-07-09 14:00:00,60.5000,74.5000,102,417.0000,198.5000,32.0,62.0000,100
2024-07-09 15:00:00,14.5000,19.0000,24,426.5000,221.0000,32.0,61.5000,100
2024-07-09 16:00:00,14.0000,17.5000,23,411.0000,217.0000,32.0,61.0000,100
2024-07-09 17:00:00,16.5000,21.5000,28,417.0000,251.5000,32.0,61.0000,100
2024-07-09 18:00:00,36.0000,43.0000,60,583.5000,409.0000,32.0,61.5000,100
2024-07-09 19:00:00,27.5000,32.5000,46,452.0000,456.5000,32.0,61.5000,100
2024-07-09 20:00:00,33.5000,39.5000,56,711.0000,968.0000,32.0,62.0000,100
2024-07-09 21:00:00,42.5000,52.0000,71,639.0000,758.0000,32.0,63.0000,100
2024-07-09 22:00:00,48.5000,60.5000,81,513.0000,813.0000,32.0,61.5000,100
2024-07-09 23:00:00,41.0000,50.0000,68,529.5000,448.5000,32.0,60.5000,100
2024-07-10 00:00:00,40.5000,50.0000,68,521.5000,377.0000,32.0,60.0000,100
2024-07-10 01:00:00,53.0000,66.5000,88,509.5000,370.5000,32.0,61.0000,100
2024-07-10 02:00:00,61.5000,77.0000,105,491.0000,322.0000,32.0,62.0000,100
2024-07-10 03:00:00,70.5000,87.5000,135,472.0000,287.5000,32.0,64.0000,100
2024-07-10 04:00:00,67.5000,84.0000,125,479.5000,327.5000,32.0,64.5000,100
2024-07-10 05:00:00,55.0000,69.0000,92,483.5000,262.5000,32.0,63.5000,100
2024-07-10 06:00:00,51.5000,64.5000,86,479.0000,283.5000,31.5,64.5000,100
2024-07-10 07:00:00,63.5000,79.0000,112,579.5000,410.5000,31.5,64.5000,100
2024-07-10 08:00:00,82.0000,99.0000,173,1327.5000,520.0000,32.0,70.5000,100
2024-07-10 09:00:00,90.0000,107.0000,200,680.0000,362.0000,32.0,67.0000,100
2024-07-10 10:00:00,75.0000,93.5000,150,437.5000,77.5000,32.0,64.0000,100
2024-07-10 11:00:00,105.5000,125.5000,252,611.0000,107.5000,32.5,63.5000,100
2024-07-10 12:00:00,60.5000,76.0000,102,422.5000,66.0000,32.5,61.5000,100
2024-07-10 13:00:00,47.5000,59.5000,79,407.5000,45.5000,32.0,58.5000,100
2024-07-10 14:00:00,46.5000,58.0000,78,408.0000,45.0000,32.5,56.5000,100
2024-07-10 15:00:00,64.0000,79.5000,113,434.5000,240.5000,33.0,60.0000,100
2024-07-10 16:00:00,34.0000,42.0000,57,427.0000,214.0000,32.0,59.0000,100
2024-07-10 17:00:00,26.0000,31.0000,43,476.0000,337.0000,32.0,60.0000,100
2024-07-10 18:00:00,30.0000,35.5000,50,442.0000,432.5000,32.0,60.5000,100
2024-07-10 19:00:00,37.5000,46.0000,62,438.0000,330.0000,32.0,61.0000,100
2024-07-10 20:00:00,49.0000,60.5000,82,612.0000,738.0000,32.5,61.0000,100
2024-07-10 21:00:00,80.5000,93.0000,168,549.5000,532.5000,33.0,60.5000,100
2024-07-10 22:00:00,38.5000,47.0000,64,466.0000,372.0000,32.5,59.0000,100
2024-07-10 23:00:00,44.0000,54.5000,73,482.0000,400.5000,32.0,59.0000,100
2024-07-11 00:00:00,46.5000,58.0000,78,440.0000,310.0000,32.0,60.5000,100
2024-07-11 01:00:00,44.0000,55.0000,73,484.0000,477.5000,32.0,59.0000,100
2024-07-11 02:00:00,43.5000,53.5000,72,478.5000,456.0000,32.0,61.0000,100
2024-07-11 03:00:00,41.5000,51.5000,69,508.0000,597.5000,32.0,60.5000,100
2024-07-11 04:00:00,44.0000,54.0000,73,506.0000,501.0000,32.0,60.0000,100
2024-07-11 05:00:00,51.5000,64.0000,86,505.0000,461.5000,32.0,61.5000,100
2024-07-11 06:00:00,61.0000,76.5000,103,511.5000,481.0000,32.0,62.5000,100
2024-07-11 07:00:00,76.5000,95.0000,155,601.0000,607.0000,32.0,64.5000,100
2024-07-11 08:00:00,68.0000,84.5000,127,573.0000,487.0000,32.0,65.0000,100
2024-07-11 09:00:00,79.5000,90.5000,165,526.0000,279.5000,32.5,63.0000,100
2024-07-11 10:00:00,68.5000,77.5000,128,482.0000,166.5000,32.5,62.0000,100
2024-07-11 11:00:00,29.5000,34.5000,49,452.0000,109.5000,32.5,62.0000,100
2024-07-11 12:00:00,29.0000,34.0000,48,520.0000,206.0000,33.0,61.5000,100
2024-07-11 13:00:00,29.0000,34.5000,48,560.0000,219.5000,33.0,61.5000,80
2024-07-11 14:00:00,26.5000,31.5000,44,416.0000,59.0000,33.0,58.0000,80
2024-07-11 15:00:00,30.5000,35.5000,51,416.5000,80.0000,34.0,55.5000,100
2024-07-11 16:00:00,30.0000,35.0000,50,408.5000,68.5000,34.0,54.5000,100
2024-07-11 17:00:00,27.0000,32.0000,45,564.5000,416.0000,34.0,54.5000,100
2024-07-11 18:00:00,28.0000,33.0000,47,442.5000,208.0000,34.0,53.5000,100
2024-07-11 19:00:00,34.5000,41.0000,58,440.0000,494.0000,34.0,54.5000,100
2024-07-11 20:00:00,42.0000,51.5000,70,490.5000,859.5000,34.0,56.0000,80
2024-07-11 21:00:00,69.5000,84.5000,132,649.0000,1510.0000,34.0,58.0000,80
2024-07-11 22:00:00,45.5000,56.0000,76,495.5000,851.0000,34.0,60.0000,100
2024-07-11 23:00:00,45.5000,54.5000,76,502.0000,582.0000,34.0,59.0000,100
2024-07-12 00:00:00,24.5000,29.5000,41,439.0000,371.5000,34.0,54.5000,100
